6.5353,  8.9488 
6.5747,  9.1402 
6.5462,  9.0034 
6.5587,  9.0028 
6.5642,  9.1281 
6.0483,  8.8623 
6.1044,  8.9597 
6.0544,  8.9067 
6.0501,  8.8635 
6.0548,  9.0482 
5.2243,  10.1496 
5.2300,  9.9435 
5.2357,  10.0863 
5.2338,  10.1018 
5.2245,  10.3307 
6.3642,  9.2573 
6.3867,  9.1990 
6.3987,  9.3521 
6.3781,  9.2681 
6.3985,  9.4344 
6.2292,  8.7076 
6.2965,  8.8198 
6.2342,  8.7522 
6.2249,  8.7119 
6.4617,  8.9132 
5.7957,  9.1341 
5.7161,  9.0796 
5.8169,  8.9607 
5.6961,  9.1508 
5.8153,  8.9559 
6.3138,  9.3091 
6.3068,  9.2761 
6.3163,  9.3081 
6.3138,  9.2963 
6.3121,  9.2997 
6.0775,  9.7746 
6.0863,  9.7913 
6.1061,  9.6342 
6.1067,  9.6884 
6.0954,  9.8822 
5.9505,  9.3708 
5.9119,  9.3882 
6.0308,  9.2186 
5.9589,  9.3861 
5.9117,  9.3876 
5.6896,  8.8058 
5.6523,  8.8789 
5.6548,  8.8696 
5.7123,  8.7773 
5.7107,  8.7773 
5.9741,  9.9063 
5.9708,  9.8329 
5.9599,  9.9942 
5.9647,  9.8507 
5.9634,  11.1469 
6.2741,  9.7402 
6.2105,  9.8545 
6.2139,  9.6402 
6.2133,  9.8457 
6.2170,  9.7453 
6.2743,  8.7782 
6.2899,  9.4047 
6.3121,  9.6284 
6.2925,  9.3933 
6.2387,  9.8315 
5.4688,  9.1161 
5.4602,  9.1589 
5.4496,  9.3626 
5.4620,  9.1533 
5.4677,  9.2072 
6.0045,  9.2411 
6.0114,  9.3056 
6.0330,  9.0662 
6.0187,  9.0509 
6.0069,  9.1788 
6.2684,  9.0503 
6.2743,  9.1829 
6.2599,  8.8844 
6.2787,  10.7336 
6.2773,  10.5990 
5.9501,  8.8598 
5.9630,  8.9363 
5.9499,  8.8685 
5.9615,  8.9341 
5.9618,  8.9263 
6.4341,  9.4555 
6.4196,  9.4200 
6.4202,  9.4518 
6.4128,  9.4569 
6.4164,  9.4515 
5.8339,  8.4725 
5.8350,  8.4654 
5.8363,  8.4386 
5.8116,  8.3866 
5.8115,  8.2971 
6.3138,  10.1287 
6.2140,  9.4587 
6.1225,  9.4036 
6.3658,  10.3904 
6.3751,  9.8577 
5.8046,  8.4840 
5.8221,  8.4263 
5.7926,  8.3582 
5.8222,  8.4510 
5.8226,  8.4331 
6.0007,  9.0613 
5.9868,  8.9702 
5.9958,  9.0577 
5.9770,  8.9853 
5.9557,  9.0828 
5.9204,  8.5126 
5.9183,  8.4805 
5.9530,  8.5663 
5.9450,  8.3635 
5.9689,  8.3901 
6.3165,  9.1719 
6.1263,  8.3922 
6.3908,  10.7991 
6.6959,  10.3041 
6.3965,  9.7452 
5.9999,  9.4118 
5.9769,  9.2534 
6.0097,  8.7851 
6.0115,  8.8072 
6.0119,  8.8072 
5.9336,  11.5957 
5.9698,  9.4339 
5.9194,  12.2341 
5.9038,  9.7987 
5.9245,  10.8574 
6.1514,  9.3450 
6.0885,  9.5992 
6.1952,  9.9142 
6.1947,  9.5945 
6.2653,  9.9604 
5.9222,  8.7497 
6.0411,  9.1235 
5.9755,  8.7037 
6.0878,  9.3803 
6.0578,  9.4220 
6.1872,  9.4861 
6.1911,  9.5592 
6.2202,  9.4816 
6.3573,  9.7299 
6.1880,  9.7954 
5.9622,  8.8466 
5.9987,  9.2550 
6.0013,  9.0437 
7.1653,  14.1871 
6.2008,  9.7810
