1.9919, 2.1973 
1.9919, 2.1993 
1.9919, 2.1995 
1.9918, 2.1968 
1.9919, 2.2003 
2.2152, 2.3548 
2.2117, 2.3868 
2.2072, 2.3986 
2.2208, 2.3708 
2.2070, 2.3825 
1.9072, 2.6952 
1.9066, 2.6939 
1.9115, 2.7028 
1.9021, 2.6756 
1.9072, 2.6947 
1.8125, 2.8471 
1.8125, 2.8514 
1.8125, 2.8476 
1.8125, 2.8433 
1.8125, 2.8483 
1.7010, 3.0483 
1.7010, 3.0516 
1.7010, 3.0583 
1.7010, 3.0462 
1.7010, 3.0559 
1.6412, 2.9903 
1.6462, 3.0222 
1.6611, 2.9848 
1.6438, 3.0153 
1.6387, 2.9955 
1.7759, 3.0471 
1.7782, 3.0500 
1.7750, 3.0456 
1.7769, 3.0545 
1.7738, 3.0483 
1.8039, 3.2403 
1.8105, 3.2284 
1.8082, 3.2295 
1.8068, 3.2324 
1.8036, 3.2481 
1.9765, 3.0368 
1.9741, 3.0276 
1.9759, 3.0463 
1.9743, 3.0307 
1.9754, 3.0375 
1.9995, 2.7576 
1.9995, 2.7558 
1.9995, 2.7571 
1.9995, 2.7569 
1.9995, 2.7575 
2.0748, 2.9727 
2.0759, 3.0555 
2.0777, 3.0469 
2.0751, 3.0579 
2.0710, 2.9785 
1.2570, 2.9834 
1.2547, 2.9753 
1.2584, 2.9863 
1.2544, 2.9816 
1.2583, 2.9935 
1.5308, 1.9643 
1.5307, 1.9696 
1.5306, 1.9351 
1.5308, 1.9362 
1.5317, 1.9366 
1.8375, 2.9644 
1.8352, 2.9584 
1.8373, 2.9665 
1.8393, 2.9658 
1.8380, 2.9658 
1.9694, 1.7534 
1.9716, 1.7513 
1.9717, 1.7537 
1.9721, 1.7481 
1.9696, 1.7532 
1.4892, 2.5979 
1.4896, 2.5919 
1.4904, 2.5934 
1.4907, 2.5976 
1.4894, 2.5940 
1.4474, 2.8279 
1.4482, 2.8249 
1.4470, 2.8242 
1.4445, 2.8250 
1.4439, 2.8245 
1.7538, 2.3646 
1.7534, 2.3697 
1.7540, 2.3647 
1.7508, 2.3900 
1.7526, 2.3661 
1.9190, 2.0507 
1.9187, 2.0445 
1.9189, 2.0417 
1.9189, 2.0453 
1.9183, 2.0399 
1.8658, 3.0377 
1.8664, 3.0398 
1.8612, 3.0020 
1.8654, 3.0198 
1.8650, 3.0212 
2.0642, 3.2079 
2.0623, 3.2106 
2.0620, 3.2119 
2.0635, 3.2153 
2.0649, 3.2188 
1.7245, 3.0097 
1.7245, 3.0110 
1.7246, 3.0076 
1.7241, 2.9228 
1.7248, 3.0064 
2.1096, 1.9949 
2.1094, 1.9948 
2.1092, 1.9944 
2.1092, 1.9945 
2.1093, 1.9947 
1.7684, 2.7151 
1.7693, 2.7198 
1.7701, 2.7152 
1.7699, 2.7155 
1.7682, 2.7177 
1.6329, 3.1853 
1.6319, 3.1819 
1.6315, 3.1826 
1.6331, 3.1762 
1.6327, 3.1750 
1.8230, 3.1144 
1.8226, 3.1143 
1.8229, 3.1135 
1.8225, 3.1133 
1.8231, 3.1144 
2.0075, 2.7177 
2.0230, 2.7788 
2.0142, 2.7360 
2.0186, 2.7514 
2.0029, 2.7082 
1.6721, 2.7881 
1.6716, 2.7869 
1.6717, 2.7881 
1.6717, 2.7880 
1.6724, 2.8047 
2.0914, 3.2383 
2.0950, 3.2458 
2.0965, 3.2468 
2.0946, 3.2445 
2.0918, 3.2404 
1.7858, 2.6765 
1.7885, 2.6556 
1.7865, 2.6735 
1.7859, 2.6762 
1.7878, 2.6527
